batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B10_SERVICE_REAL_DATA,CAP-ED7AC36DD2F2,Admin Trials,SERVICE_REAL_DATA,true,false,true,true,true,true,74,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-F8EDAA44375A,Markets,SERVICE_REAL_DATA,true,false,true,true,true,true,74,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-235EF538DEF9,Auth Reset,SERVICE_REAL_DATA,true,false,true,true,true,true,77,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-0622719B013B,Ndsp Public Quality Unique,SERVICE_REAL_DATA,true,false,true,true,true,true,245,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-071618E88E83,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,173,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-0CE111E47411,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,197,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-10D53C6D7918,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,193,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-11BF5E282765,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,169,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-1736E39D1CE4,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,217,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-2CC212BF4F8E,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,185,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-2CD69A7EA838,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,226,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-3965B46743DE,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,254,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-4804EA150D2F,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,169,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-538A80545E29,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,273,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-55015F233F5A,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,210,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-5B18901D1F22,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,276,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-636B50FAED04,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,170,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-6F83F74440AE,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,228,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-7A9637DD3A75,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,174,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-862CD297F1FD,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,214,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-8BCDCDA9FCED,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,183,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-8BFCC7DDCBE0,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,214,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-931E56E35D55,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,199,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-9F3B6AAA223B,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,203,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B10_SERVICE_REAL_DATA,CAP-A57ECAABD0D2,Frontend Contract,SERVICE_REAL_DATA,true,false,true,true,true,true,179,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
